task_id,release_id,char_id,section_id,task_name,member_id,start_date,end_date,progress,lane,dependencies,status_id
TSK_00270,R_007,C_013,S_004,戦闘_ダウン,M_008,2027-04-18,2027-04-18,0,,TSK_00269,ST_001
TSK_00271,R_007,C_013,S_004,戦闘_被弾,M_007,2027-04-19,2027-04-19,0,,TSK_00270,ST_001
TSK_00272,R_007,C_013,S_004,ADV,M_008,2027-04-20,2027-04-21,0,,TSK_00271,ST_001
TSK_00287,R_007,C_014,S_004,戦闘_待機,M_008,2027-04-05,2027-04-06,0,,TSK_00286,ST_001
TSK_00288,R_007,C_014,S_004,戦闘_攻撃1,M_008,2027-04-07,2027-04-09,0,,TSK_00287,ST_001
TSK_00289,R_007,C_014,S_004,戦闘_攻撃2,M_007,2027-04-10,2027-04-12,0,,TSK_00288,ST_001
TSK_00290,R_007,C_014,S_004,戦闘_必殺技,M_008,2027-04-13,2027-04-17,0,,TSK_00289,ST_001
TSK_00291,R_007,C_014,S_004,戦闘_ダウン,M_008,2027-04-18,2027-04-18,0,,TSK_00290,ST_001
TSK_00292,R_007,C_014,S_004,戦闘_被弾,M_007,2027-04-19,2027-04-19,0,,TSK_00291,ST_001
TSK_00293,R_007,C_014,S_004,ADV,M_007,2027-04-20,2027-04-21,0,,TSK_00292,ST_001
TSK_00308,R_008,C_015,S_004,戦闘_待機,M_008,2027-05-05,2027-05-06,0,,TSK_00307,ST_001
TSK_00309,R_008,C_015,S_004,戦闘_攻撃1,M_008,2027-05-07,2027-05-09,0,,TSK_00308,ST_001
TSK_00310,R_008,C_015,S_004,戦闘_攻撃2,M_007,2027-05-10,2027-05-12,0,,TSK_00309,ST_001
TSK_00311,R_008,C_015,S_004,戦闘_必殺技,M_008,2027-05-13,2027-05-17,0,,TSK_00310,ST_001
TSK_00312,R_008,C_015,S_004,戦闘_ダウン,M_008,2027-05-18,2027-05-18,0,,TSK_00311,ST_001
TSK_00313,R_008,C_015,S_004,戦闘_被弾,M_007,2027-05-19,2027-05-19,0,,TSK_00312,ST_001
TSK_00314,R_008,C_015,S_004,ADV,M_008,2027-05-20,2027-05-21,0,,TSK_00313,ST_001
TSK_00329,R_008,C_016,S_004,戦闘_待機,M_007,2027-05-05,2027-05-06,0,,TSK_00328,ST_001
TSK_00330,R_008,C_016,S_004,戦闘_攻撃1,M_007,2027-05-07,2027-05-09,0,,TSK_00329,ST_001
TSK_00331,R_008,C_016,S_004,戦闘_攻撃2,M_008,2027-05-10,2027-05-12,0,,TSK_00330,ST_001
TSK_00332,R_008,C_016,S_004,戦闘_必殺技,M_008,2027-05-13,2027-05-17,0,,TSK_00331,ST_001
TSK_00333,R_008,C_016,S_004,戦闘_ダウン,M_008,2027-05-18,2027-05-18,0,,TSK_00332,ST_001
TSK_00334,R_008,C_016,S_004,戦闘_被弾,M_008,2027-05-19,2027-05-19,0,,TSK_00333,ST_001
TSK_00335,R_008,C_016,S_004,ADV,M_008,2027-05-20,2027-05-21,0,,TSK_00334,ST_001
TSK_00350,R_009,C_017,S_004,戦闘_待機,M_008,2027-06-04,2027-06-05,0,,TSK_00349,ST_001
TSK_00351,R_009,C_017,S_004,戦闘_攻撃1,M_008,2027-06-06,2027-06-08,0,,TSK_00350,ST_001
TSK_00352,R_009,C_017,S_004,戦闘_攻撃2,M_008,2027-06-09,2027-06-11,0,,TSK_00351,ST_001
TSK_00353,R_009,C_017,S_004,戦闘_必殺技,M_007,2027-06-12,2027-06-16,0,,TSK_00352,ST_001
TSK_00354,R_009,C_017,S_004,戦闘_ダウン,M_008,2027-06-17,2027-06-17,0,,TSK_00353,ST_001
TSK_00355,R_009,C_017,S_004,戦闘_被弾,M_007,2027-06-18,2027-06-18,0,,TSK_00354,ST_001
TSK_00356,R_009,C_017,S_004,ADV,M_007,2027-06-19,2027-06-20,0,,TSK_00355,ST_001
TSK_00371,R_009,C_018,S_004,戦闘_待機,M_007,2027-06-04,2027-06-05,0,,TSK_00370,ST_001
TSK_00372,R_009,C_018,S_004,戦闘_攻撃1,M_008,2027-06-06,2027-06-08,0,,TSK_00371,ST_001
TSK_00373,R_009,C_018,S_004,戦闘_攻撃2,M_007,2027-06-09,2027-06-11,0,,TSK_00372,ST_001
TSK_00374,R_009,C_018,S_004,戦闘_必殺技,M_007,2027-06-12,2027-06-16,0,,TSK_00373,ST_001
TSK_00375,R_009,C_018,S_004,戦闘_ダウン,M_007,2027-06-17,2027-06-17,0,,TSK_00374,ST_001
TSK_00376,R_009,C_018,S_004,戦闘_被弾,M_007,2027-06-18,2027-06-18,0,,TSK_00375,ST_001
TSK_00377,R_009,C_018,S_004,ADV,M_008,2027-06-19,2027-06-20,0,,TSK_00376,ST_001
TSK_00392,R_010,C_019,S_004,戦闘_待機,M_007,2027-07-04,2027-07-05,0,,TSK_00391,ST_001
TSK_00393,R_010,C_019,S_004,戦闘_攻撃1,M_008,2027-07-06,2027-07-08,0,,TSK_00392,ST_001
TSK_00394,R_010,C_019,S_004,戦闘_攻撃2,M_007,2027-07-09,2027-07-11,0,,TSK_00393,ST_001
TSK_00395,R_010,C_019,S_004,戦闘_必殺技,M_007,2027-07-12,2027-07-16,0,,TSK_00394,ST_001
TSK_00396,R_010,C_019,S_004,戦闘_ダウン,M_008,2027-07-17,2027-07-17,0,,TSK_00395,ST_001
TSK_00397,R_010,C_019,S_004,戦闘_被弾,M_008,2027-07-18,2027-07-18,0,,TSK_00396,ST_001
TSK_00398,R_010,C_019,S_004,ADV,M_007,2027-07-19,2027-07-20,0,,TSK_00397,ST_001
TSK_00413,R_010,C_020,S_004,戦闘_待機,M_008,2027-07-04,2027-07-05,0,,TSK_00412,ST_001
TSK_00414,R_010,C_020,S_004,戦闘_攻撃1,M_008,2027-07-06,2027-07-08,0,,TSK_00413,ST_001
TSK_00415,R_010,C_020,S_004,戦闘_攻撃2,M_007,2027-07-09,2027-07-11,0,,TSK_00414,ST_001
TSK_00416,R_010,C_020,S_004,戦闘_必殺技,M_007,2027-07-12,2027-07-16,0,,TSK_00415,ST_001
TSK_00417,R_010,C_020,S_004,戦闘_ダウン,M_007,2027-07-17,2027-07-17,0,,TSK_00416,ST_001
TSK_00418,R_010,C_020,S_004,戦闘_被弾,M_008,2027-07-18,2027-07-18,0,,TSK_00417,ST_001
TSK_00419,R_010,C_020,S_004,ADV,M_007,2027-07-19,2027-07-20,0,,TSK_00418,ST_001
TSK_00434,R_011,C_021,S_004,戦闘_待機,M_007,2027-08-03,2027-08-04,0,,TSK_00433,ST_001
TSK_00435,R_011,C_021,S_004,戦闘_攻撃1,M_008,2027-08-05,2027-08-07,0,,TSK_00434,ST_001
TSK_00436,R_011,C_021,S_004,戦闘_攻撃2,M_007,2027-08-08,2027-08-10,0,,TSK_00435,ST_001
TSK_00437,R_011,C_021,S_004,戦闘_必殺技,M_008,2027-08-11,2027-08-15,0,,TSK_00436,ST_001
TSK_00438,R_011,C_021,S_004,戦闘_ダウン,M_007,2027-08-16,2027-08-16,0,,TSK_00437,ST_001
TSK_00439,R_011,C_021,S_004,戦闘_被弾,M_007,2027-08-17,2027-08-17,0,,TSK_00438,ST_001
TSK_00440,R_011,C_021,S_004,ADV,M_007,2027-08-18,2027-08-19,0,,TSK_00439,ST_001
TSK_00455,R_011,C_022,S_004,戦闘_待機,M_007,2027-08-03,2027-08-04,0,,TSK_00454,ST_001
TSK_00456,R_011,C_022,S_004,戦闘_攻撃1,M_008,2027-08-05,2027-08-07,0,,TSK_00455,ST_001
TSK_00457,R_011,C_022,S_004,戦闘_攻撃2,M_007,2027-08-08,2027-08-10,0,,TSK_00456,ST_001
TSK_00458,R_011,C_022,S_004,戦闘_必殺技,M_007,2027-08-11,2027-08-15,0,,TSK_00457,ST_001
TSK_00459,R_011,C_022,S_004,戦闘_ダウン,M_008,2027-08-16,2027-08-16,0,,TSK_00458,ST_001
TSK_00460,R_011,C_022,S_004,戦闘_被弾,M_008,2027-08-17,2027-08-17,0,,TSK_00459,ST_001
TSK_00461,R_011,C_022,S_004,ADV,M_008,2027-08-18,2027-08-19,0,,TSK_00460,ST_001
TSK_00476,R_012,C_023,S_004,戦闘_待機,M_008,2027-09-02,2027-09-03,0,,TSK_00475,ST_001
TSK_00477,R_012,C_023,S_004,戦闘_攻撃1,M_007,2027-09-04,2027-09-06,0,,TSK_00476,ST_001
TSK_00478,R_012,C_023,S_004,戦闘_攻撃2,M_007,2027-09-07,2027-09-09,0,,TSK_00477,ST_001
TSK_00479,R_012,C_023,S_004,戦闘_必殺技,M_007,2027-09-10,2027-09-14,0,,TSK_00478,ST_001
TSK_00480,R_012,C_023,S_004,戦闘_ダウン,M_007,2027-09-15,2027-09-15,0,,TSK_00479,ST_001
TSK_00481,R_012,C_023,S_004,戦闘_被弾,M_008,2027-09-16,2027-09-16,0,,TSK_00480,ST_001
TSK_00482,R_012,C_023,S_004,ADV,M_007,2027-09-17,2027-09-18,0,,TSK_00481,ST_001
TSK_00497,R_012,C_024,S_004,戦闘_待機,M_007,2027-09-02,2027-09-03,0,,TSK_00496,ST_001
TSK_00498,R_012,C_024,S_004,戦闘_攻撃1,M_007,2027-09-04,2027-09-06,0,,TSK_00497,ST_001
TSK_00499,R_012,C_024,S_004,戦闘_攻撃2,M_007,2027-09-07,2027-09-09,0,,TSK_00498,ST_001
TSK_00500,R_012,C_024,S_004,戦闘_必殺技,M_007,2027-09-10,2027-09-14,0,,TSK_00499,ST_001
TSK_00501,R_012,C_024,S_004,戦闘_ダウン,M_007,2027-09-15,2027-09-15,0,,TSK_00500,ST_001
TSK_00502,R_012,C_024,S_004,戦闘_被弾,M_007,2027-09-16,2027-09-16,0,,TSK_00501,ST_001
TSK_00503,R_012,C_024,S_004,ADV,M_008,2027-09-17,2027-09-18,0,,TSK_00502,ST_001
TSK_00518,R_013,C_025,S_004,戦闘_待機,M_007,2027-10-02,2027-10-03,0,,TSK_00517,ST_001
TSK_00519,R_013,C_025,S_004,戦闘_攻撃1,M_008,2027-10-04,2027-10-06,0,,TSK_00518,ST_001
TSK_00520,R_013,C_025,S_004,戦闘_攻撃2,M_008,2027-10-07,2027-10-09,0,,TSK_00519,ST_001
TSK_00521,R_013,C_025,S_004,戦闘_必殺技,M_007,2027-10-10,2027-10-14,0,,TSK_00520,ST_001
TSK_00522,R_013,C_025,S_004,戦闘_ダウン,M_008,2027-10-15,2027-10-15,0,,TSK_00521,ST_001
TSK_00523,R_013,C_025,S_004,戦闘_被弾,M_008,2027-10-16,2027-10-16,0,,TSK_00522,ST_001
TSK_00524,R_013,C_025,S_004,ADV,M_007,2027-10-17,2027-10-18,0,,TSK_00523,ST_001
TSK_00539,R_013,C_026,S_004,戦闘_待機,M_008,2027-10-02,2027-10-03,0,,TSK_00538,ST_001
TSK_00540,R_013,C_026,S_004,戦闘_攻撃1,M_008,2027-10-04,2027-10-06,0,,TSK_00539,ST_001
TSK_00541,R_013,C_026,S_004,戦闘_攻撃2,M_008,2027-10-07,2027-10-09,0,,TSK_00540,ST_001
TSK_00542,R_013,C_026,S_004,戦闘_必殺技,M_007,2027-10-10,2027-10-14,0,,TSK_00541,ST_001
TSK_00543,R_013,C_026,S_004,戦闘_ダウン,M_008,2027-10-15,2027-10-15,0,,TSK_00542,ST_001
TSK_00544,R_013,C_026,S_004,戦闘_被弾,M_008,2027-10-16,2027-10-16,0,,TSK_00543,ST_001
TSK_00545,R_013,C_026,S_004,ADV,M_008,2027-10-17,2027-10-18,0,,TSK_00544,ST_001
TSK_00560,R_014,C_027,S_004,戦闘_待機,M_007,2027-11-01,2027-11-02,0,,TSK_00559,ST_001
TSK_00561,R_014,C_027,S_004,戦闘_攻撃1,M_008,2027-11-03,2027-11-05,0,,TSK_00560,ST_001
TSK_00562,R_014,C_027,S_004,戦闘_攻撃2,M_007,2027-11-06,2027-11-08,0,,TSK_00561,ST_001
TSK_00563,R_014,C_027,S_004,戦闘_必殺技,M_008,2027-11-09,2027-11-13,0,,TSK_00562,ST_001
TSK_00564,R_014,C_027,S_004,戦闘_ダウン,M_008,2027-11-14,2027-11-14,0,,TSK_00563,ST_001
TSK_00565,R_014,C_027,S_004,戦闘_被弾,M_007,2027-11-15,2027-11-15,0,,TSK_00564,ST_001
TSK_00566,R_014,C_027,S_004,ADV,M_007,2027-11-16,2027-11-17,0,,TSK_00565,ST_001
TSK_00581,R_014,C_028,S_004,戦闘_待機,M_007,2027-11-01,2027-11-02,0,,TSK_00580,ST_001
TSK_00582,R_014,C_028,S_004,戦闘_攻撃1,M_008,2027-11-03,2027-11-05,0,,TSK_00581,ST_001
TSK_00583,R_014,C_028,S_004,戦闘_攻撃2,M_008,2027-11-06,2027-11-08,0,,TSK_00582,ST_001
TSK_00584,R_014,C_028,S_004,戦闘_必殺技,M_008,2027-11-09,2027-11-13,0,,TSK_00583,ST_001
TSK_00585,R_014,C_028,S_004,戦闘_ダウン,M_008,2027-11-14,2027-11-14,0,,TSK_00584,ST_001
TSK_00586,R_014,C_028,S_004,戦闘_被弾,M_008,2027-11-15,2027-11-15,0,,TSK_00585,ST_001
TSK_00587,R_014,C_028,S_004,ADV,M_008,2027-11-16,2027-11-17,0,,TSK_00586,ST_001
TSK_00602,R_015,C_029,S_004,戦闘_待機,M_008,2027-12-01,2027-12-02,0,,TSK_00601,ST_001
TSK_00603,R_015,C_029,S_004,戦闘_攻撃1,M_007,2027-12-03,2027-12-05,0,,TSK_00602,ST_001
TSK_00604,R_015,C_029,S_004,戦闘_攻撃2,M_007,2027-12-06,2027-12-08,0,,TSK_00603,ST_001
TSK_00605,R_015,C_029,S_004,戦闘_必殺技,M_008,2027-12-09,2027-12-13,0,,TSK_00604,ST_001
TSK_00606,R_015,C_029,S_004,戦闘_ダウン,M_008,2027-12-14,2027-12-14,0,,TSK_00605,ST_001
TSK_00607,R_015,C_029,S_004,戦闘_被弾,M_008,2027-12-15,2027-12-15,0,,TSK_00606,ST_001
TSK_00608,R_015,C_029,S_004,ADV,M_008,2027-12-16,2027-12-17,0,,TSK_00607,ST_001
TSK_00623,R_015,C_030,S_004,戦闘_待機,M_008,2027-12-01,2027-12-02,0,,TSK_00622,ST_001
TSK_00624,R_015,C_030,S_004,戦闘_攻撃1,M_008,2027-12-03,2027-12-05,0,,TSK_00623,ST_001
TSK_00625,R_015,C_030,S_004,戦闘_攻撃2,M_007,2027-12-06,2027-12-08,0,,TSK_00624,ST_001
TSK_00626,R_015,C_030,S_004,戦闘_必殺技,M_007,2027-12-09,2027-12-13,0,,TSK_00625,ST_001
TSK_00627,R_015,C_030,S_004,戦闘_ダウン,M_007,2027-12-14,2027-12-14,0,,TSK_00626,ST_001
TSK_00628,R_015,C_030,S_004,戦闘_被弾,M_007,2027-12-15,2027-12-15,0,,TSK_00627,ST_001
TSK_00629,R_015,C_030,S_004,ADV,M_007,2027-12-16,2027-12-17,0,,TSK_00628,ST_001
TSK_00644,R_016,C_031,S_004,戦闘_待機,M_008,2027-12-31,2028-01-01,0,,TSK_00643,ST_001
TSK_00645,R_016,C_031,S_004,戦闘_攻撃1,M_008,2028-01-02,2028-01-04,0,,TSK_00644,ST_001
TSK_00646,R_016,C_031,S_004,戦闘_攻撃2,M_007,2028-01-05,2028-01-07,0,,TSK_00645,ST_001
TSK_00647,R_016,C_031,S_004,戦闘_必殺技,M_008,2028-01-08,2028-01-12,0,,TSK_00646,ST_001
TSK_00648,R_016,C_031,S_004,戦闘_ダウン,M_008,2028-01-13,2028-01-13,0,,TSK_00647,ST_001
TSK_00649,R_016,C_031,S_004,戦闘_被弾,M_008,2028-01-14,2028-01-14,0,,TSK_00648,ST_001
TSK_00650,R_016,C_031,S_004,ADV,M_008,2028-01-15,2028-01-16,0,,TSK_00649,ST_001
TSK_00665,R_016,C_032,S_004,戦闘_待機,M_007,2027-12-31,2028-01-01,0,,TSK_00664,ST_001
TSK_00666,R_016,C_032,S_004,戦闘_攻撃1,M_008,2028-01-02,2028-01-04,0,,TSK_00665,ST_001
TSK_00667,R_016,C_032,S_004,戦闘_攻撃2,M_007,2028-01-05,2028-01-07,0,,TSK_00666,ST_001
TSK_00668,R_016,C_032,S_004,戦闘_必殺技,M_007,2028-01-08,2028-01-12,0,,TSK_00667,ST_001
TSK_00669,R_016,C_032,S_004,戦闘_ダウン,M_007,2028-01-13,2028-01-13,0,,TSK_00668,ST_001
TSK_00670,R_016,C_032,S_004,戦闘_被弾,M_008,2028-01-14,2028-01-14,0,,TSK_00669,ST_001
TSK_00671,R_016,C_032,S_004,ADV,M_007,2028-01-15,2028-01-16,0,,TSK_00670,ST_001
TSK_00686,R_017,C_033,S_004,戦闘_待機,M_007,2028-01-30,2028-01-31,0,,TSK_00685,ST_001
TSK_00687,R_017,C_033,S_004,戦闘_攻撃1,M_008,2028-02-01,2028-02-03,0,,TSK_00686,ST_001
TSK_00688,R_017,C_033,S_004,戦闘_攻撃2,M_008,2028-02-04,2028-02-06,0,,TSK_00687,ST_001
