task_id,release_id,char_id,section_id,task_name,member_id,start_date,end_date,progress,lane,dependencies,status_id
TSK_00117,R_003,C_006,S_002,戦闘_被弾,M_005,2026-11-29,2026-11-29,0,,TSK_00116,ST_001
TSK_00118,R_003,C_006,S_002,ADV,M_006,2026-11-30,2026-12-03,0,,TSK_00117,ST_001
TSK_00133,R_004,C_007,S_002,戦闘_待機,M_005,2026-12-15,2026-12-16,0,,TSK_00132,ST_001
TSK_00134,R_004,C_007,S_002,戦闘_攻撃1,M_006,2026-12-17,2026-12-19,0,,TSK_00133,ST_001
TSK_00135,R_004,C_007,S_002,戦闘_攻撃2,M_006,2026-12-20,2026-12-22,0,,TSK_00134,ST_001
TSK_00136,R_004,C_007,S_002,戦闘_必殺技,M_006,2026-12-23,2026-12-27,0,,TSK_00135,ST_001
TSK_00137,R_004,C_007,S_002,戦闘_ダウン,M_005,2026-12-28,2026-12-28,0,,TSK_00136,ST_001
TSK_00138,R_004,C_007,S_002,戦闘_被弾,M_005,2026-12-29,2026-12-29,0,,TSK_00137,ST_001
TSK_00139,R_004,C_007,S_002,ADV,M_005,2026-12-30,2027-01-02,0,,TSK_00138,ST_001
TSK_00154,R_004,C_008,S_002,戦闘_待機,M_006,2026-12-15,2026-12-16,0,,TSK_00153,ST_001
TSK_00155,R_004,C_008,S_002,戦闘_攻撃1,M_006,2026-12-17,2026-12-19,0,,TSK_00154,ST_001
TSK_00156,R_004,C_008,S_002,戦闘_攻撃2,M_005,2026-12-20,2026-12-22,0,,TSK_00155,ST_001
TSK_00157,R_004,C_008,S_002,戦闘_必殺技,M_005,2026-12-23,2026-12-27,0,,TSK_00156,ST_001
TSK_00158,R_004,C_008,S_002,戦闘_ダウン,M_005,2026-12-28,2026-12-28,0,,TSK_00157,ST_001
TSK_00159,R_004,C_008,S_002,戦闘_被弾,M_006,2026-12-29,2026-12-29,0,,TSK_00158,ST_001
TSK_00160,R_004,C_008,S_002,ADV,M_006,2026-12-30,2027-01-02,0,,TSK_00159,ST_001
TSK_00175,R_005,C_009,S_002,戦闘_待機,M_005,2027-01-14,2027-01-15,0,,TSK_00174,ST_001
TSK_00176,R_005,C_009,S_002,戦闘_攻撃1,M_005,2027-01-16,2027-01-18,0,,TSK_00175,ST_001
TSK_00177,R_005,C_009,S_002,戦闘_攻撃2,M_005,2027-01-19,2027-01-21,0,,TSK_00176,ST_001
TSK_00178,R_005,C_009,S_002,戦闘_必殺技,M_005,2027-01-22,2027-01-26,0,,TSK_00177,ST_001
TSK_00179,R_005,C_009,S_002,戦闘_ダウン,M_005,2027-01-27,2027-01-27,0,,TSK_00178,ST_001
TSK_00180,R_005,C_009,S_002,戦闘_被弾,M_005,2027-01-28,2027-01-28,0,,TSK_00179,ST_001
TSK_00181,R_005,C_009,S_002,ADV,M_006,2027-01-29,2027-02-01,0,,TSK_00180,ST_001
TSK_00196,R_005,C_010,S_002,戦闘_待機,M_006,2027-01-14,2027-01-15,0,,TSK_00195,ST_001
TSK_00197,R_005,C_010,S_002,戦闘_攻撃1,M_005,2027-01-16,2027-01-18,0,,TSK_00196,ST_001
TSK_00198,R_005,C_010,S_002,戦闘_攻撃2,M_006,2027-01-19,2027-01-21,0,,TSK_00197,ST_001
TSK_00199,R_005,C_010,S_002,戦闘_必殺技,M_006,2027-01-22,2027-01-26,0,,TSK_00198,ST_001
TSK_00200,R_005,C_010,S_002,戦闘_ダウン,M_005,2027-01-27,2027-01-27,0,,TSK_00199,ST_001
TSK_00201,R_005,C_010,S_002,戦闘_被弾,M_005,2027-01-28,2027-01-28,0,,TSK_00200,ST_001
TSK_00202,R_005,C_010,S_002,ADV,M_005,2027-01-29,2027-02-01,0,,TSK_00201,ST_001
TSK_00217,R_006,C_011,S_002,戦闘_待機,M_005,2027-02-13,2027-02-14,0,,TSK_00216,ST_001
TSK_00218,R_006,C_011,S_002,戦闘_攻撃1,M_005,2027-02-15,2027-02-17,0,,TSK_00217,ST_001
TSK_00219,R_006,C_011,S_002,戦闘_攻撃2,M_006,2027-02-18,2027-02-20,0,,TSK_00218,ST_001
TSK_00220,R_006,C_011,S_002,戦闘_必殺技,M_005,2027-02-21,2027-02-25,0,,TSK_00219,ST_001
TSK_00221,R_006,C_011,S_002,戦闘_ダウン,M_005,2027-02-26,2027-02-26,0,,TSK_00220,ST_001
TSK_00222,R_006,C_011,S_002,戦闘_被弾,M_006,2027-02-27,2027-02-27,0,,TSK_00221,ST_001
TSK_00223,R_006,C_011,S_002,ADV,M_005,2027-02-28,2027-03-03,0,,TSK_00222,ST_001
TSK_00238,R_006,C_012,S_002,戦闘_待機,M_006,2027-02-13,2027-02-14,0,,TSK_00237,ST_001
TSK_00239,R_006,C_012,S_002,戦闘_攻撃1,M_006,2027-02-15,2027-02-17,0,,TSK_00238,ST_001
TSK_00240,R_006,C_012,S_002,戦闘_攻撃2,M_005,2027-02-18,2027-02-20,0,,TSK_00239,ST_001
TSK_00241,R_006,C_012,S_002,戦闘_必殺技,M_005,2027-02-21,2027-02-25,0,,TSK_00240,ST_001
TSK_00242,R_006,C_012,S_002,戦闘_ダウン,M_005,2027-02-26,2027-02-26,0,,TSK_00241,ST_001
TSK_00243,R_006,C_012,S_002,戦闘_被弾,M_006,2027-02-27,2027-02-27,0,,TSK_00242,ST_001
TSK_00244,R_006,C_012,S_002,ADV,M_006,2027-02-28,2027-03-03,0,,TSK_00243,ST_001
TSK_00259,R_007,C_013,S_002,戦闘_待機,M_006,2027-03-15,2027-03-16,0,,TSK_00258,ST_001
TSK_00260,R_007,C_013,S_002,戦闘_攻撃1,M_005,2027-03-17,2027-03-19,0,,TSK_00259,ST_001
TSK_00261,R_007,C_013,S_002,戦闘_攻撃2,M_006,2027-03-20,2027-03-22,0,,TSK_00260,ST_001
TSK_00262,R_007,C_013,S_002,戦闘_必殺技,M_005,2027-03-23,2027-03-27,0,,TSK_00261,ST_001
TSK_00263,R_007,C_013,S_002,戦闘_ダウン,M_006,2027-03-28,2027-03-28,0,,TSK_00262,ST_001
TSK_00264,R_007,C_013,S_002,戦闘_被弾,M_006,2027-03-29,2027-03-29,0,,TSK_00263,ST_001
TSK_00265,R_007,C_013,S_002,ADV,M_006,2027-03-30,2027-04-02,0,,TSK_00264,ST_001
TSK_00280,R_007,C_014,S_002,戦闘_待機,M_006,2027-03-15,2027-03-16,0,,TSK_00279,ST_001
TSK_00281,R_007,C_014,S_002,戦闘_攻撃1,M_005,2027-03-17,2027-03-19,0,,TSK_00280,ST_001
TSK_00282,R_007,C_014,S_002,戦闘_攻撃2,M_005,2027-03-20,2027-03-22,0,,TSK_00281,ST_001
TSK_00283,R_007,C_014,S_002,戦闘_必殺技,M_006,2027-03-23,2027-03-27,0,,TSK_00282,ST_001
TSK_00284,R_007,C_014,S_002,戦闘_ダウン,M_006,2027-03-28,2027-03-28,0,,TSK_00283,ST_001
TSK_00285,R_007,C_014,S_002,戦闘_被弾,M_005,2027-03-29,2027-03-29,0,,TSK_00284,ST_001
TSK_00286,R_007,C_014,S_002,ADV,M_005,2027-03-30,2027-04-02,0,,TSK_00285,ST_001
TSK_00301,R_008,C_015,S_002,戦闘_待機,M_006,2027-04-14,2027-04-15,0,,TSK_00300,ST_001
TSK_00302,R_008,C_015,S_002,戦闘_攻撃1,M_005,2027-04-16,2027-04-18,0,,TSK_00301,ST_001
TSK_00303,R_008,C_015,S_002,戦闘_攻撃2,M_005,2027-04-19,2027-04-21,0,,TSK_00302,ST_001
TSK_00304,R_008,C_015,S_002,戦闘_必殺技,M_005,2027-04-22,2027-04-26,0,,TSK_00303,ST_001
TSK_00305,R_008,C_015,S_002,戦闘_ダウン,M_005,2027-04-27,2027-04-27,0,,TSK_00304,ST_001
TSK_00306,R_008,C_015,S_002,戦闘_被弾,M_005,2027-04-28,2027-04-28,0,,TSK_00305,ST_001
TSK_00307,R_008,C_015,S_002,ADV,M_006,2027-04-29,2027-05-02,0,,TSK_00306,ST_001
TSK_00322,R_008,C_016,S_002,戦闘_待機,M_005,2027-04-14,2027-04-15,0,,TSK_00321,ST_001
TSK_00323,R_008,C_016,S_002,戦闘_攻撃1,M_006,2027-04-16,2027-04-18,0,,TSK_00322,ST_001
TSK_00324,R_008,C_016,S_002,戦闘_攻撃2,M_006,2027-04-19,2027-04-21,0,,TSK_00323,ST_001
TSK_00325,R_008,C_016,S_002,戦闘_必殺技,M_006,2027-04-22,2027-04-26,0,,TSK_00324,ST_001
TSK_00326,R_008,C_016,S_002,戦闘_ダウン,M_005,2027-04-27,2027-04-27,0,,TSK_00325,ST_001
TSK_00327,R_008,C_016,S_002,戦闘_被弾,M_005,2027-04-28,2027-04-28,0,,TSK_00326,ST_001
TSK_00328,R_008,C_016,S_002,ADV,M_006,2027-04-29,2027-05-02,0,,TSK_00327,ST_001
TSK_00343,R_009,C_017,S_002,戦闘_待機,M_005,2027-05-14,2027-05-15,0,,TSK_00342,ST_001
TSK_00344,R_009,C_017,S_002,戦闘_攻撃1,M_005,2027-05-16,2027-05-18,0,,TSK_00343,ST_001
TSK_00345,R_009,C_017,S_002,戦闘_攻撃2,M_005,2027-05-19,2027-05-21,0,,TSK_00344,ST_001
TSK_00346,R_009,C_017,S_002,戦闘_必殺技,M_005,2027-05-22,2027-05-26,0,,TSK_00345,ST_001
TSK_00347,R_009,C_017,S_002,戦闘_ダウン,M_005,2027-05-27,2027-05-27,0,,TSK_00346,ST_001
TSK_00348,R_009,C_017,S_002,戦闘_被弾,M_005,2027-05-28,2027-05-28,0,,TSK_00347,ST_001
TSK_00349,R_009,C_017,S_002,ADV,M_005,2027-05-29,2027-06-01,0,,TSK_00348,ST_001
TSK_00364,R_009,C_018,S_002,戦闘_待機,M_006,2027-05-14,2027-05-15,0,,TSK_00363,ST_001
TSK_00365,R_009,C_018,S_002,戦闘_攻撃1,M_006,2027-05-16,2027-05-18,0,,TSK_00364,ST_001
TSK_00366,R_009,C_018,S_002,戦闘_攻撃2,M_005,2027-05-19,2027-05-21,0,,TSK_00365,ST_001
TSK_00367,R_009,C_018,S_002,戦闘_必殺技,M_006,2027-05-22,2027-05-26,0,,TSK_00366,ST_001
TSK_00368,R_009,C_018,S_002,戦闘_ダウン,M_005,2027-05-27,2027-05-27,0,,TSK_00367,ST_001
TSK_00369,R_009,C_018,S_002,戦闘_被弾,M_006,2027-05-28,2027-05-28,0,,TSK_00368,ST_001
TSK_00370,R_009,C_018,S_002,ADV,M_005,2027-05-29,2027-06-01,0,,TSK_00369,ST_001
TSK_00385,R_010,C_019,S_002,戦闘_待機,M_005,2027-06-13,2027-06-14,0,,TSK_00384,ST_001
TSK_00386,R_010,C_019,S_002,戦闘_攻撃1,M_006,2027-06-15,2027-06-17,0,,TSK_00385,ST_001
TSK_00387,R_010,C_019,S_002,戦闘_攻撃2,M_006,2027-06-18,2027-06-20,0,,TSK_00386,ST_001
TSK_00388,R_010,C_019,S_002,戦闘_必殺技,M_006,2027-06-21,2027-06-25,0,,TSK_00387,ST_001
TSK_00389,R_010,C_019,S_002,戦闘_ダウン,M_005,2027-06-26,2027-06-26,0,,TSK_00388,ST_001
TSK_00390,R_010,C_019,S_002,戦闘_被弾,M_005,2027-06-27,2027-06-27,0,,TSK_00389,ST_001
TSK_00391,R_010,C_019,S_002,ADV,M_006,2027-06-28,2027-07-01,0,,TSK_00390,ST_001
TSK_00406,R_010,C_020,S_002,戦闘_待機,M_006,2027-06-13,2027-06-14,0,,TSK_00405,ST_001
TSK_00407,R_010,C_020,S_002,戦闘_攻撃1,M_006,2027-06-15,2027-06-17,0,,TSK_00406,ST_001
TSK_00408,R_010,C_020,S_002,戦闘_攻撃2,M_005,2027-06-18,2027-06-20,0,,TSK_00407,ST_001
TSK_00409,R_010,C_020,S_002,戦闘_必殺技,M_005,2027-06-21,2027-06-25,0,,TSK_00408,ST_001
TSK_00410,R_010,C_020,S_002,戦闘_ダウン,M_005,2027-06-26,2027-06-26,0,,TSK_00409,ST_001
TSK_00411,R_010,C_020,S_002,戦闘_被弾,M_005,2027-06-27,2027-06-27,0,,TSK_00410,ST_001
TSK_00412,R_010,C_020,S_002,ADV,M_006,2027-06-28,2027-07-01,0,,TSK_00411,ST_001
TSK_00427,R_011,C_021,S_002,戦闘_待機,M_005,2027-07-13,2027-07-14,0,,TSK_00426,ST_001
TSK_00428,R_011,C_021,S_002,戦闘_攻撃1,M_006,2027-07-15,2027-07-17,0,,TSK_00427,ST_001
TSK_00429,R_011,C_021,S_002,戦闘_攻撃2,M_006,2027-07-18,2027-07-20,0,,TSK_00428,ST_001
TSK_00430,R_011,C_021,S_002,戦闘_必殺技,M_006,2027-07-21,2027-07-25,0,,TSK_00429,ST_001
TSK_00431,R_011,C_021,S_002,戦闘_ダウン,M_006,2027-07-26,2027-07-26,0,,TSK_00430,ST_001
TSK_00432,R_011,C_021,S_002,戦闘_被弾,M_006,2027-07-27,2027-07-27,0,,TSK_00431,ST_001
TSK_00433,R_011,C_021,S_002,ADV,M_006,2027-07-28,2027-07-31,0,,TSK_00432,ST_001
TSK_00448,R_011,C_022,S_002,戦闘_待機,M_005,2027-07-13,2027-07-14,0,,TSK_00447,ST_001
TSK_00449,R_011,C_022,S_002,戦闘_攻撃1,M_005,2027-07-15,2027-07-17,0,,TSK_00448,ST_001
TSK_00450,R_011,C_022,S_002,戦闘_攻撃2,M_006,2027-07-18,2027-07-20,0,,TSK_00449,ST_001
TSK_00451,R_011,C_022,S_002,戦闘_必殺技,M_005,2027-07-21,2027-07-25,0,,TSK_00450,ST_001
TSK_00452,R_011,C_022,S_002,戦闘_ダウン,M_005,2027-07-26,2027-07-26,0,,TSK_00451,ST_001
TSK_00453,R_011,C_022,S_002,戦闘_被弾,M_005,2027-07-27,2027-07-27,0,,TSK_00452,ST_001
TSK_00454,R_011,C_022,S_002,ADV,M_005,2027-07-28,2027-07-31,0,,TSK_00453,ST_001
TSK_00469,R_012,C_023,S_002,戦闘_待機,M_005,2027-08-12,2027-08-13,0,,TSK_00468,ST_001
TSK_00470,R_012,C_023,S_002,戦闘_攻撃1,M_006,2027-08-14,2027-08-16,0,,TSK_00469,ST_001
TSK_00471,R_012,C_023,S_002,戦闘_攻撃2,M_006,2027-08-17,2027-08-19,0,,TSK_00470,ST_001
TSK_00472,R_012,C_023,S_002,戦闘_必殺技,M_006,2027-08-20,2027-08-24,0,,TSK_00471,ST_001
TSK_00473,R_012,C_023,S_002,戦闘_ダウン,M_005,2027-08-25,2027-08-25,0,,TSK_00472,ST_001
TSK_00474,R_012,C_023,S_002,戦闘_被弾,M_005,2027-08-26,2027-08-26,0,,TSK_00473,ST_001
TSK_00475,R_012,C_023,S_002,ADV,M_006,2027-08-27,2027-08-30,0,,TSK_00474,ST_001
TSK_00490,R_012,C_024,S_002,戦闘_待機,M_006,2027-08-12,2027-08-13,0,,TSK_00489,ST_001
TSK_00491,R_012,C_024,S_002,戦闘_攻撃1,M_005,2027-08-14,2027-08-16,0,,TSK_00490,ST_001
TSK_00492,R_012,C_024,S_002,戦闘_攻撃2,M_005,2027-08-17,2027-08-19,0,,TSK_00491,ST_001
TSK_00493,R_012,C_024,S_002,戦闘_必殺技,M_005,2027-08-20,2027-08-24,0,,TSK_00492,ST_001
TSK_00494,R_012,C_024,S_002,戦闘_ダウン,M_006,2027-08-25,2027-08-25,0,,TSK_00493,ST_001
TSK_00495,R_012,C_024,S_002,戦闘_被弾,M_005,2027-08-26,2027-08-26,0,,TSK_00494,ST_001
TSK_00496,R_012,C_024,S_002,ADV,M_005,2027-08-27,2027-08-30,0,,TSK_00495,ST_001
TSK_00511,R_013,C_025,S_002,戦闘_待機,M_005,2027-09-11,2027-09-12,0,,TSK_00510,ST_001
TSK_00512,R_013,C_025,S_002,戦闘_攻撃1,M_006,2027-09-13,2027-09-15,0,,TSK_00511,ST_001
TSK_00513,R_013,C_025,S_002,戦闘_攻撃2,M_005,2027-09-16,2027-09-18,0,,TSK_00512,ST_001
TSK_00514,R_013,C_025,S_002,戦闘_必殺技,M_006,2027-09-19,2027-09-23,0,,TSK_00513,ST_001
TSK_00515,R_013,C_025,S_002,戦闘_ダウン,M_005,2027-09-24,2027-09-24,0,,TSK_00514,ST_001
TSK_00516,R_013,C_025,S_002,戦闘_被弾,M_006,2027-09-25,2027-09-25,0,,TSK_00515,ST_001
TSK_00517,R_013,C_025,S_002,ADV,M_005,2027-09-26,2027-09-29,0,,TSK_00516,ST_001
TSK_00532,R_013,C_026,S_002,戦闘_待機,M_006,2027-09-11,2027-09-12,0,,TSK_00531,ST_001
TSK_00533,R_013,C_026,S_002,戦闘_攻撃1,M_006,2027-09-13,2027-09-15,0,,TSK_00532,ST_001
TSK_00534,R_013,C_026,S_002,戦闘_攻撃2,M_005,2027-09-16,2027-09-18,0,,TSK_00533,ST_001
TSK_00535,R_013,C_026,S_002,戦闘_必殺技,M_006,2027-09-19,2027-09-23,0,,TSK_00534,ST_001
TSK_00536,R_013,C_026,S_002,戦闘_ダウン,M_006,2027-09-24,2027-09-24,0,,TSK_00535,ST_001
TSK_00537,R_013,C_026,S_002,戦闘_被弾,M_006,2027-09-25,2027-09-25,0,,TSK_00536,ST_001
TSK_00538,R_013,C_026,S_002,ADV,M_005,2027-09-26,2027-09-29,0,,TSK_00537,ST_001
TSK_00553,R_014,C_027,S_002,戦闘_待機,M_006,2027-10-11,2027-10-12,0,,TSK_00552,ST_001
TSK_00554,R_014,C_027,S_002,戦闘_攻撃1,M_005,2027-10-13,2027-10-15,0,,TSK_00553,ST_001
TSK_00555,R_014,C_027,S_002,戦闘_攻撃2,M_005,2027-10-16,2027-10-18,0,,TSK_00554,ST_001
TSK_00556,R_014,C_027,S_002,戦闘_必殺技,M_005,2027-10-19,2027-10-23,0,,TSK_00555,ST_001
TSK_00557,R_014,C_027,S_002,戦闘_ダウン,M_006,2027-10-24,2027-10-24,0,,TSK_00556,ST_001
TSK_00558,R_014,C_027,S_002,戦闘_被弾,M_006,2027-10-25,2027-10-25,0,,TSK_00557,ST_001
TSK_00559,R_014,C_027,S_002,ADV,M_005,2027-10-26,2027-10-29,0,,TSK_00558,ST_001
TSK_00574,R_014,C_028,S_002,戦闘_待機,M_005,2027-10-11,2027-10-12,0,,TSK_00573,ST_001
TSK_00575,R_014,C_028,S_002,戦闘_攻撃1,M_005,2027-10-13,2027-10-15,0,,TSK_00574,ST_001
TSK_00576,R_014,C_028,S_002,戦闘_攻撃2,M_005,2027-10-16,2027-10-18,0,,TSK_00575,ST_001
TSK_00577,R_014,C_028,S_002,戦闘_必殺技,M_005,2027-10-19,2027-10-23,0,,TSK_00576,ST_001
TSK_00578,R_014,C_028,S_002,戦闘_ダウン,M_005,2027-10-24,2027-10-24,0,,TSK_00577,ST_001
TSK_00579,R_014,C_028,S_002,戦闘_被弾,M_006,2027-10-25,2027-10-25,0,,TSK_00578,ST_001
TSK_00580,R_014,C_028,S_002,ADV,M_005,2027-10-26,2027-10-29,0,,TSK_00579,ST_001
TSK_00595,R_015,C_029,S_002,戦闘_待機,M_006,2027-11-10,2027-11-11,0,,TSK_00594,ST_001
TSK_00596,R_015,C_029,S_002,戦闘_攻撃1,M_006,2027-11-12,2027-11-14,0,,TSK_00595,ST_001
TSK_00597,R_015,C_029,S_002,戦闘_攻撃2,M_006,2027-11-15,2027-11-17,0,,TSK_00596,ST_001
TSK_00598,R_015,C_029,S_002,戦闘_必殺技,M_006,2027-11-18,2027-11-22,0,,TSK_00597,ST_001
TSK_00599,R_015,C_029,S_002,戦闘_ダウン,M_006,2027-11-23,2027-11-23,0,,TSK_00598,ST_001
TSK_00600,R_015,C_029,S_002,戦闘_被弾,M_006,2027-11-24,2027-11-24,0,,TSK_00599,ST_001
TSK_00601,R_015,C_029,S_002,ADV,M_005,2027-11-25,2027-11-28,0,,TSK_00600,ST_001
TSK_00616,R_015,C_030,S_002,戦闘_待機,M_006,2027-11-10,2027-11-11,0,,TSK_00615,ST_001
TSK_00617,R_015,C_030,S_002,戦闘_攻撃1,M_005,2027-11-12,2027-11-14,0,,TSK_00616,ST_001
TSK_00618,R_015,C_030,S_002,戦闘_攻撃2,M_006,2027-11-15,2027-11-17,0,,TSK_00617,ST_001
TSK_00619,R_015,C_030,S_002,戦闘_必殺技,M_005,2027-11-18,2027-11-22,0,,TSK_00618,ST_001
TSK_00620,R_015,C_030,S_002,戦闘_ダウン,M_005,2027-11-23,2027-11-23,0,,TSK_00619,ST_001
TSK_00621,R_015,C_030,S_002,戦闘_被弾,M_006,2027-11-24,2027-11-24,0,,TSK_00620,ST_001
TSK_00622,R_015,C_030,S_002,ADV,M_006,2027-11-25,2027-11-28,0,,TSK_00621,ST_001
TSK_00637,R_016,C_031,S_002,戦闘_待機,M_006,2027-12-10,2027-12-11,0,,TSK_00636,ST_001
TSK_00638,R_016,C_031,S_002,戦闘_攻撃1,M_005,2027-12-12,2027-12-14,0,,TSK_00637,ST_001
TSK_00639,R_016,C_031,S_002,戦闘_攻撃2,M_005,2027-12-15,2027-12-17,0,,TSK_00638,ST_001
TSK_00640,R_016,C_031,S_002,戦闘_必殺技,M_005,2027-12-18,2027-12-22,0,,TSK_00639,ST_001
TSK_00641,R_016,C_031,S_002,戦闘_ダウン,M_005,2027-12-23,2027-12-23,0,,TSK_00640,ST_001
TSK_00642,R_016,C_031,S_002,戦闘_被弾,M_006,2027-12-24,2027-12-24,0,,TSK_00641,ST_001
TSK_00643,R_016,C_031,S_002,ADV,M_005,2027-12-25,2027-12-28,0,,TSK_00642,ST_001
TSK_00658,R_016,C_032,S_002,戦闘_待機,M_006,2027-12-10,2027-12-11,0,,TSK_00657,ST_001
TSK_00659,R_016,C_032,S_002,戦闘_攻撃1,M_006,2027-12-12,2027-12-14,0,,TSK_00658,ST_001
TSK_00660,R_016,C_032,S_002,戦闘_攻撃2,M_005,2027-12-15,2027-12-17,0,,TSK_00659,ST_001
TSK_00661,R_016,C_032,S_002,戦闘_必殺技,M_005,2027-12-18,2027-12-22,0,,TSK_00660,ST_001
TSK_00662,R_016,C_032,S_002,戦闘_ダウン,M_006,2027-12-23,2027-12-23,0,,TSK_00661,ST_001
TSK_00663,R_016,C_032,S_002,戦闘_被弾,M_005,2027-12-24,2027-12-24,0,,TSK_00662,ST_001
TSK_00664,R_016,C_032,S_002,ADV,M_006,2027-12-25,2027-12-28,0,,TSK_00663,ST_001
TSK_00679,R_017,C_033,S_002,戦闘_待機,M_006,2028-01-09,2028-01-10,0,,TSK_00678,ST_001
TSK_00680,R_017,C_033,S_002,戦闘_攻撃1,M_005,2028-01-11,2028-01-13,0,,TSK_00679,ST_001
TSK_00681,R_017,C_033,S_002,戦闘_攻撃2,M_006,2028-01-14,2028-01-16,0,,TSK_00680,ST_001
