task_id,release_id,char_id,section_id,task_name,member_id,start_date,end_date,progress,lane,dependencies,status_id
TSK_00170,R_005,C_009,S_001,背景デザイン,M_001,2026-12-09,2026-12-13,0,,TSK_00169,ST_001
TSK_00171,R_005,C_009,S_001,武器デザイン,M_002,2026-12-14,2026-12-17,0,,TSK_00170,ST_001
TSK_00190,R_005,C_010,S_001,キャラデザイン,M_001,2026-11-29,2026-12-08,0,,,ST_001
TSK_00191,R_005,C_010,S_001,背景デザイン,M_002,2026-12-09,2026-12-13,0,,TSK_00190,ST_001
TSK_00192,R_005,C_010,S_001,武器デザイン,M_002,2026-12-14,2026-12-17,0,,TSK_00191,ST_001
TSK_00211,R_006,C_011,S_001,キャラデザイン,M_001,2026-12-29,2027-01-07,0,,,ST_001
TSK_00212,R_006,C_011,S_001,背景デザイン,M_002,2027-01-08,2027-01-12,0,,TSK_00211,ST_001
TSK_00213,R_006,C_011,S_001,武器デザイン,M_001,2027-01-13,2027-01-16,0,,TSK_00212,ST_001
TSK_00232,R_006,C_012,S_001,キャラデザイン,M_002,2026-12-29,2027-01-07,0,,,ST_001
TSK_00233,R_006,C_012,S_001,背景デザイン,M_002,2027-01-08,2027-01-12,0,,TSK_00232,ST_001
TSK_00234,R_006,C_012,S_001,武器デザイン,M_001,2027-01-13,2027-01-16,0,,TSK_00233,ST_001
TSK_00253,R_007,C_013,S_001,キャラデザイン,M_001,2027-01-28,2027-02-06,0,,,ST_001
TSK_00254,R_007,C_013,S_001,背景デザイン,M_001,2027-02-07,2027-02-11,0,,TSK_00253,ST_001
TSK_00255,R_007,C_013,S_001,武器デザイン,M_001,2027-02-12,2027-02-15,0,,TSK_00254,ST_001
TSK_00274,R_007,C_014,S_001,キャラデザイン,M_002,2027-01-28,2027-02-06,0,,,ST_001
TSK_00275,R_007,C_014,S_001,背景デザイン,M_002,2027-02-07,2027-02-11,0,,TSK_00274,ST_001
TSK_00276,R_007,C_014,S_001,武器デザイン,M_002,2027-02-12,2027-02-15,0,,TSK_00275,ST_001
TSK_00295,R_008,C_015,S_001,キャラデザイン,M_001,2027-02-27,2027-03-08,0,,,ST_001
TSK_00296,R_008,C_015,S_001,背景デザイン,M_002,2027-03-09,2027-03-13,0,,TSK_00295,ST_001
TSK_00297,R_008,C_015,S_001,武器デザイン,M_001,2027-03-14,2027-03-17,0,,TSK_00296,ST_001
TSK_00316,R_008,C_016,S_001,キャラデザイン,M_002,2027-02-27,2027-03-08,0,,,ST_001
TSK_00317,R_008,C_016,S_001,背景デザイン,M_002,2027-03-09,2027-03-13,0,,TSK_00316,ST_001
TSK_00318,R_008,C_016,S_001,武器デザイン,M_002,2027-03-14,2027-03-17,0,,TSK_00317,ST_001
TSK_00337,R_009,C_017,S_001,キャラデザイン,M_001,2027-03-29,2027-04-07,0,,,ST_001
TSK_00338,R_009,C_017,S_001,背景デザイン,M_002,2027-04-08,2027-04-12,0,,TSK_00337,ST_001
TSK_00339,R_009,C_017,S_001,武器デザイン,M_001,2027-04-13,2027-04-16,0,,TSK_00338,ST_001
TSK_00358,R_009,C_018,S_001,キャラデザイン,M_001,2027-03-29,2027-04-07,0,,,ST_001
TSK_00359,R_009,C_018,S_001,背景デザイン,M_001,2027-04-08,2027-04-12,0,,TSK_00358,ST_001
TSK_00360,R_009,C_018,S_001,武器デザイン,M_001,2027-04-13,2027-04-16,0,,TSK_00359,ST_001
TSK_00379,R_010,C_019,S_001,キャラデザイン,M_001,2027-04-28,2027-05-07,0,,,ST_001
TSK_00380,R_010,C_019,S_001,背景デザイン,M_002,2027-05-08,2027-05-12,0,,TSK_00379,ST_001
TSK_00381,R_010,C_019,S_001,武器デザイン,M_002,2027-05-13,2027-05-16,0,,TSK_00380,ST_001
TSK_00400,R_010,C_020,S_001,キャラデザイン,M_001,2027-04-28,2027-05-07,0,,,ST_001
TSK_00401,R_010,C_020,S_001,背景デザイン,M_001,2027-05-08,2027-05-12,0,,TSK_00400,ST_001
TSK_00402,R_010,C_020,S_001,武器デザイン,M_001,2027-05-13,2027-05-16,0,,TSK_00401,ST_001
TSK_00421,R_011,C_021,S_001,キャラデザイン,M_002,2027-05-28,2027-06-06,0,,,ST_001
TSK_00422,R_011,C_021,S_001,背景デザイン,M_001,2027-06-07,2027-06-11,0,,TSK_00421,ST_001
TSK_00423,R_011,C_021,S_001,武器デザイン,M_001,2027-06-12,2027-06-15,0,,TSK_00422,ST_001
TSK_00442,R_011,C_022,S_001,キャラデザイン,M_001,2027-05-28,2027-06-06,0,,,ST_001
TSK_00443,R_011,C_022,S_001,背景デザイン,M_002,2027-06-07,2027-06-11,0,,TSK_00442,ST_001
TSK_00444,R_011,C_022,S_001,武器デザイン,M_002,2027-06-12,2027-06-15,0,,TSK_00443,ST_001
TSK_00463,R_012,C_023,S_001,キャラデザイン,M_002,2027-06-27,2027-07-06,0,,,ST_001
TSK_00464,R_012,C_023,S_001,背景デザイン,M_002,2027-07-07,2027-07-11,0,,TSK_00463,ST_001
TSK_00465,R_012,C_023,S_001,武器デザイン,M_002,2027-07-12,2027-07-15,0,,TSK_00464,ST_001
TSK_00484,R_012,C_024,S_001,キャラデザイン,M_001,2027-06-27,2027-07-06,0,,,ST_001
TSK_00485,R_012,C_024,S_001,背景デザイン,M_001,2027-07-07,2027-07-11,0,,TSK_00484,ST_001
TSK_00486,R_012,C_024,S_001,武器デザイン,M_002,2027-07-12,2027-07-15,0,,TSK_00485,ST_001
TSK_00505,R_013,C_025,S_001,キャラデザイン,M_001,2027-07-27,2027-08-05,0,,,ST_001
TSK_00506,R_013,C_025,S_001,背景デザイン,M_002,2027-08-06,2027-08-10,0,,TSK_00505,ST_001
TSK_00507,R_013,C_025,S_001,武器デザイン,M_001,2027-08-11,2027-08-14,0,,TSK_00506,ST_001
TSK_00526,R_013,C_026,S_001,キャラデザイン,M_001,2027-07-27,2027-08-05,0,,,ST_001
TSK_00527,R_013,C_026,S_001,背景デザイン,M_002,2027-08-06,2027-08-10,0,,TSK_00526,ST_001
TSK_00528,R_013,C_026,S_001,武器デザイン,M_001,2027-08-11,2027-08-14,0,,TSK_00527,ST_001
TSK_00547,R_014,C_027,S_001,キャラデザイン,M_002,2027-08-26,2027-09-04,0,,,ST_001
TSK_00548,R_014,C_027,S_001,背景デザイン,M_001,2027-09-05,2027-09-09,0,,TSK_00547,ST_001
TSK_00549,R_014,C_027,S_001,武器デザイン,M_002,2027-09-10,2027-09-13,0,,TSK_00548,ST_001
TSK_00568,R_014,C_028,S_001,キャラデザイン,M_002,2027-08-26,2027-09-04,0,,,ST_001
TSK_00569,R_014,C_028,S_001,背景デザイン,M_002,2027-09-05,2027-09-09,0,,TSK_00568,ST_001
TSK_00570,R_014,C_028,S_001,武器デザイン,M_001,2027-09-10,2027-09-13,0,,TSK_00569,ST_001
TSK_00589,R_015,C_029,S_001,キャラデザイン,M_001,2027-09-25,2027-10-04,0,,,ST_001
TSK_00590,R_015,C_029,S_001,背景デザイン,M_001,2027-10-05,2027-10-09,0,,TSK_00589,ST_001
TSK_00591,R_015,C_029,S_001,武器デザイン,M_001,2027-10-10,2027-10-13,0,,TSK_00590,ST_001
TSK_00610,R_015,C_030,S_001,キャラデザイン,M_002,2027-09-25,2027-10-04,0,,,ST_001
TSK_00611,R_015,C_030,S_001,背景デザイン,M_001,2027-10-05,2027-10-09,0,,TSK_00610,ST_001
TSK_00612,R_015,C_030,S_001,武器デザイン,M_001,2027-10-10,2027-10-13,0,,TSK_00611,ST_001
TSK_00631,R_016,C_031,S_001,キャラデザイン,M_001,2027-10-25,2027-11-03,0,,,ST_001
TSK_00632,R_016,C_031,S_001,背景デザイン,M_001,2027-11-04,2027-11-08,0,,TSK_00631,ST_001
TSK_00633,R_016,C_031,S_001,武器デザイン,M_001,2027-11-09,2027-11-12,0,,TSK_00632,ST_001
TSK_00652,R_016,C_032,S_001,キャラデザイン,M_002,2027-10-25,2027-11-03,0,,,ST_001
TSK_00653,R_016,C_032,S_001,背景デザイン,M_001,2027-11-04,2027-11-08,0,,TSK_00652,ST_001
TSK_00654,R_016,C_032,S_001,武器デザイン,M_001,2027-11-09,2027-11-12,0,,TSK_00653,ST_001
TSK_00673,R_017,C_033,S_001,キャラデザイン,M_002,2027-11-24,2027-12-03,0,,,ST_001
TSK_00674,R_017,C_033,S_001,背景デザイン,M_001,2027-12-04,2027-12-08,0,,TSK_00673,ST_001
TSK_00675,R_017,C_033,S_001,武器デザイン,M_001,2027-12-09,2027-12-12,0,,TSK_00674,ST_001
TSK_00694,R_017,C_034,S_001,キャラデザイン,M_002,2027-11-24,2027-12-03,0,,,ST_001
TSK_00695,R_017,C_034,S_001,背景デザイン,M_001,2027-12-04,2027-12-08,0,,TSK_00694,ST_001
TSK_00696,R_017,C_034,S_001,武器デザイン,M_002,2027-12-09,2027-12-12,0,,TSK_00695,ST_001
TSK_00715,R_018,C_035,S_001,キャラデザイン,M_002,2027-12-24,2028-01-02,0,,,ST_001
TSK_00716,R_018,C_035,S_001,背景デザイン,M_002,2028-01-03,2028-01-07,0,,TSK_00715,ST_001
TSK_00717,R_018,C_035,S_001,武器デザイン,M_001,2028-01-08,2028-01-11,0,,TSK_00716,ST_001
TSK_00736,R_018,C_036,S_001,キャラデザイン,M_001,2027-12-24,2028-01-02,0,,,ST_001
TSK_00737,R_018,C_036,S_001,背景デザイン,M_002,2028-01-03,2028-01-07,0,,TSK_00736,ST_001
TSK_00738,R_018,C_036,S_001,武器デザイン,M_001,2028-01-08,2028-01-11,0,,TSK_00737,ST_001
TSK_00757,R_019,C_037,S_001,キャラデザイン,M_001,2028-01-23,2028-02-01,0,,,ST_001
TSK_00758,R_019,C_037,S_001,背景デザイン,M_001,2028-02-02,2028-02-06,0,,TSK_00757,ST_001
TSK_00759,R_019,C_037,S_001,武器デザイン,M_002,2028-02-07,2028-02-10,0,,TSK_00758,ST_001
TSK_00778,R_019,C_038,S_001,キャラデザイン,M_001,2028-01-23,2028-02-01,0,,,ST_001
TSK_00779,R_019,C_038,S_001,背景デザイン,M_001,2028-02-02,2028-02-06,0,,TSK_00778,ST_001
TSK_00780,R_019,C_038,S_001,武器デザイン,M_001,2028-02-07,2028-02-10,0,,TSK_00779,ST_001
TSK_00799,R_020,C_039,S_001,キャラデザイン,M_002,2028-02-22,2028-03-02,0,,,ST_001
TSK_00800,R_020,C_039,S_001,背景デザイン,M_001,2028-03-03,2028-03-07,0,,TSK_00799,ST_001
TSK_00801,R_020,C_039,S_001,武器デザイン,M_001,2028-03-08,2028-03-11,0,,TSK_00800,ST_001
TSK_00820,R_020,C_040,S_001,キャラデザイン,M_002,2028-02-22,2028-03-02,0,,,ST_001
TSK_00821,R_020,C_040,S_001,背景デザイン,M_002,2028-03-03,2028-03-07,0,,TSK_00820,ST_001
TSK_00822,R_020,C_040,S_001,武器デザイン,M_001,2028-03-08,2028-03-11,0,,TSK_00821,ST_001
TSK_00841,R_021,C_041,S_001,キャラデザイン,M_001,2028-03-23,2028-04-01,0,,,ST_001
TSK_00842,R_021,C_041,S_001,背景デザイン,M_002,2028-04-02,2028-04-06,0,,TSK_00841,ST_001
TSK_00843,R_021,C_041,S_001,武器デザイン,M_001,2028-04-07,2028-04-10,0,,TSK_00842,ST_001
TSK_00862,R_021,C_042,S_001,キャラデザイン,M_001,2028-03-23,2028-04-01,0,,,ST_001
TSK_00863,R_021,C_042,S_001,背景デザイン,M_001,2028-04-02,2028-04-06,0,,TSK_00862,ST_001
TSK_00864,R_021,C_042,S_001,武器デザイン,M_001,2028-04-07,2028-04-10,0,,TSK_00863,ST_001
TSK_00883,R_022,C_043,S_001,キャラデザイン,M_001,2028-04-22,2028-05-01,0,,,ST_001
TSK_00884,R_022,C_043,S_001,背景デザイン,M_001,2028-05-02,2028-05-06,0,,TSK_00883,ST_001
TSK_00885,R_022,C_043,S_001,武器デザイン,M_001,2028-05-07,2028-05-10,0,,TSK_00884,ST_001
TSK_00904,R_022,C_044,S_001,キャラデザイン,M_002,2028-04-22,2028-05-01,0,,,ST_001
TSK_00905,R_022,C_044,S_001,背景デザイン,M_001,2028-05-02,2028-05-06,0,,TSK_00904,ST_001
TSK_00906,R_022,C_044,S_001,武器デザイン,M_001,2028-05-07,2028-05-10,0,,TSK_00905,ST_001
TSK_00925,R_023,C_045,S_001,キャラデザイン,M_002,2028-05-22,2028-05-31,0,,,ST_001
TSK_00926,R_023,C_045,S_001,背景デザイン,M_001,2028-06-01,2028-06-05,0,,TSK_00925,ST_001
TSK_00927,R_023,C_045,S_001,武器デザイン,M_001,2028-06-06,2028-06-09,0,,TSK_00926,ST_001
TSK_00946,R_023,C_046,S_001,キャラデザイン,M_001,2028-05-22,2028-05-31,0,,,ST_001
TSK_00947,R_023,C_046,S_001,背景デザイン,M_002,2028-06-01,2028-06-05,0,,TSK_00946,ST_001
TSK_00948,R_023,C_046,S_001,武器デザイン,M_001,2028-06-06,2028-06-09,0,,TSK_00947,ST_001
TSK_00967,R_024,C_047,S_001,キャラデザイン,M_002,2028-06-21,2028-06-30,0,,,ST_001
TSK_00968,R_024,C_047,S_001,背景デザイン,M_001,2028-07-01,2028-07-05,0,,TSK_00967,ST_001
TSK_00969,R_024,C_047,S_001,武器デザイン,M_001,2028-07-06,2028-07-09,0,,TSK_00968,ST_001
TSK_00988,R_024,C_048,S_001,キャラデザイン,M_002,2028-06-21,2028-06-30,0,,,ST_001
TSK_00989,R_024,C_048,S_001,背景デザイン,M_001,2028-07-01,2028-07-05,0,,TSK_00988,ST_001
TSK_00990,R_024,C_048,S_001,武器デザイン,M_002,2028-07-06,2028-07-09,0,,TSK_00989,ST_001
