task_id,release_id,char_id,section_id,task_name,member_id,start_date,end_date,progress,lane,dependencies,status_id
TSK_00277,R_007,C_014,S_003,キャラモデル作成,M_003,2027-02-18,2027-03-03,0,,TSK_00276,ST_001
TSK_00278,R_007,C_014,S_003,武器モデル作成,M_004,2027-03-04,2027-03-09,0,,TSK_00277,ST_001
TSK_00279,R_007,C_014,S_003,セットアップ,M_004,2027-03-10,2027-03-12,0,,TSK_00278,ST_001
TSK_00298,R_008,C_015,S_003,キャラモデル作成,M_004,2027-03-20,2027-04-02,0,,TSK_00297,ST_001
TSK_00299,R_008,C_015,S_003,武器モデル作成,M_004,2027-04-03,2027-04-08,0,,TSK_00298,ST_001
TSK_00300,R_008,C_015,S_003,セットアップ,M_004,2027-04-09,2027-04-11,0,,TSK_00299,ST_001
TSK_00319,R_008,C_016,S_003,キャラモデル作成,M_003,2027-03-20,2027-04-02,0,,TSK_00318,ST_001
TSK_00320,R_008,C_016,S_003,武器モデル作成,M_003,2027-04-03,2027-04-08,0,,TSK_00319,ST_001
TSK_00321,R_008,C_016,S_003,セットアップ,M_004,2027-04-09,2027-04-11,0,,TSK_00320,ST_001
TSK_00340,R_009,C_017,S_003,キャラモデル作成,M_004,2027-04-19,2027-05-02,0,,TSK_00339,ST_001
TSK_00341,R_009,C_017,S_003,武器モデル作成,M_004,2027-05-03,2027-05-08,0,,TSK_00340,ST_001
TSK_00342,R_009,C_017,S_003,セットアップ,M_003,2027-05-09,2027-05-11,0,,TSK_00341,ST_001
TSK_00361,R_009,C_018,S_003,キャラモデル作成,M_004,2027-04-19,2027-05-02,0,,TSK_00360,ST_001
TSK_00362,R_009,C_018,S_003,武器モデル作成,M_004,2027-05-03,2027-05-08,0,,TSK_00361,ST_001
TSK_00363,R_009,C_018,S_003,セットアップ,M_003,2027-05-09,2027-05-11,0,,TSK_00362,ST_001
TSK_00382,R_010,C_019,S_003,キャラモデル作成,M_004,2027-05-19,2027-06-01,0,,TSK_00381,ST_001
TSK_00383,R_010,C_019,S_003,武器モデル作成,M_003,2027-06-02,2027-06-07,0,,TSK_00382,ST_001
TSK_00384,R_010,C_019,S_003,セットアップ,M_004,2027-06-08,2027-06-10,0,,TSK_00383,ST_001
TSK_00403,R_010,C_020,S_003,キャラモデル作成,M_003,2027-05-19,2027-06-01,0,,TSK_00402,ST_001
TSK_00404,R_010,C_020,S_003,武器モデル作成,M_003,2027-06-02,2027-06-07,0,,TSK_00403,ST_001
TSK_00405,R_010,C_020,S_003,セットアップ,M_003,2027-06-08,2027-06-10,0,,TSK_00404,ST_001
TSK_00424,R_011,C_021,S_003,キャラモデル作成,M_004,2027-06-18,2027-07-01,0,,TSK_00423,ST_001
TSK_00425,R_011,C_021,S_003,武器モデル作成,M_003,2027-07-02,2027-07-07,0,,TSK_00424,ST_001
TSK_00426,R_011,C_021,S_003,セットアップ,M_004,2027-07-08,2027-07-10,0,,TSK_00425,ST_001
TSK_00445,R_011,C_022,S_003,キャラモデル作成,M_003,2027-06-18,2027-07-01,0,,TSK_00444,ST_001
TSK_00446,R_011,C_022,S_003,武器モデル作成,M_004,2027-07-02,2027-07-07,0,,TSK_00445,ST_001
TSK_00447,R_011,C_022,S_003,セットアップ,M_003,2027-07-08,2027-07-10,0,,TSK_00446,ST_001
TSK_00466,R_012,C_023,S_003,キャラモデル作成,M_004,2027-07-18,2027-07-31,0,,TSK_00465,ST_001
TSK_00467,R_012,C_023,S_003,武器モデル作成,M_004,2027-08-01,2027-08-06,0,,TSK_00466,ST_001
TSK_00468,R_012,C_023,S_003,セットアップ,M_004,2027-08-07,2027-08-09,0,,TSK_00467,ST_001
TSK_00487,R_012,C_024,S_003,キャラモデル作成,M_004,2027-07-18,2027-07-31,0,,TSK_00486,ST_001
TSK_00488,R_012,C_024,S_003,武器モデル作成,M_003,2027-08-01,2027-08-06,0,,TSK_00487,ST_001
TSK_00489,R_012,C_024,S_003,セットアップ,M_003,2027-08-07,2027-08-09,0,,TSK_00488,ST_001
TSK_00508,R_013,C_025,S_003,キャラモデル作成,M_004,2027-08-17,2027-08-30,0,,TSK_00507,ST_001
TSK_00509,R_013,C_025,S_003,武器モデル作成,M_004,2027-08-31,2027-09-05,0,,TSK_00508,ST_001
TSK_00510,R_013,C_025,S_003,セットアップ,M_003,2027-09-06,2027-09-08,0,,TSK_00509,ST_001
TSK_00529,R_013,C_026,S_003,キャラモデル作成,M_004,2027-08-17,2027-08-30,0,,TSK_00528,ST_001
TSK_00530,R_013,C_026,S_003,武器モデル作成,M_003,2027-08-31,2027-09-05,0,,TSK_00529,ST_001
TSK_00531,R_013,C_026,S_003,セットアップ,M_004,2027-09-06,2027-09-08,0,,TSK_00530,ST_001
TSK_00550,R_014,C_027,S_003,キャラモデル作成,M_004,2027-09-16,2027-09-29,0,,TSK_00549,ST_001
TSK_00551,R_014,C_027,S_003,武器モデル作成,M_004,2027-09-30,2027-10-05,0,,TSK_00550,ST_001
TSK_00552,R_014,C_027,S_003,セットアップ,M_003,2027-10-06,2027-10-08,0,,TSK_00551,ST_001
TSK_00571,R_014,C_028,S_003,キャラモデル作成,M_004,2027-09-16,2027-09-29,0,,TSK_00570,ST_001
TSK_00572,R_014,C_028,S_003,武器モデル作成,M_004,2027-09-30,2027-10-05,0,,TSK_00571,ST_001
TSK_00573,R_014,C_028,S_003,セットアップ,M_003,2027-10-06,2027-10-08,0,,TSK_00572,ST_001
TSK_00592,R_015,C_029,S_003,キャラモデル作成,M_003,2027-10-16,2027-10-29,0,,TSK_00591,ST_001
TSK_00593,R_015,C_029,S_003,武器モデル作成,M_003,2027-10-30,2027-11-04,0,,TSK_00592,ST_001
TSK_00594,R_015,C_029,S_003,セットアップ,M_004,2027-11-05,2027-11-07,0,,TSK_00593,ST_001
TSK_00613,R_015,C_030,S_003,キャラモデル作成,M_004,2027-10-16,2027-10-29,0,,TSK_00612,ST_001
TSK_00614,R_015,C_030,S_003,武器モデル作成,M_004,2027-10-30,2027-11-04,0,,TSK_00613,ST_001
TSK_00615,R_015,C_030,S_003,セットアップ,M_004,2027-11-05,2027-11-07,0,,TSK_00614,ST_001
TSK_00634,R_016,C_031,S_003,キャラモデル作成,M_003,2027-11-15,2027-11-28,0,,TSK_00633,ST_001
TSK_00635,R_016,C_031,S_003,武器モデル作成,M_004,2027-11-29,2027-12-04,0,,TSK_00634,ST_001
TSK_00636,R_016,C_031,S_003,セットアップ,M_003,2027-12-05,2027-12-07,0,,TSK_00635,ST_001
TSK_00655,R_016,C_032,S_003,キャラモデル作成,M_004,2027-11-15,2027-11-28,0,,TSK_00654,ST_001
TSK_00656,R_016,C_032,S_003,武器モデル作成,M_003,2027-11-29,2027-12-04,0,,TSK_00655,ST_001
TSK_00657,R_016,C_032,S_003,セットアップ,M_004,2027-12-05,2027-12-07,0,,TSK_00656,ST_001
TSK_00676,R_017,C_033,S_003,キャラモデル作成,M_004,2027-12-15,2027-12-28,0,,TSK_00675,ST_001
TSK_00677,R_017,C_033,S_003,武器モデル作成,M_004,2027-12-29,2028-01-03,0,,TSK_00676,ST_001
TSK_00678,R_017,C_033,S_003,セットアップ,M_003,2028-01-04,2028-01-06,0,,TSK_00677,ST_001
TSK_00697,R_017,C_034,S_003,キャラモデル作成,M_003,2027-12-15,2027-12-28,0,,TSK_00696,ST_001
TSK_00698,R_017,C_034,S_003,武器モデル作成,M_004,2027-12-29,2028-01-03,0,,TSK_00697,ST_001
TSK_00699,R_017,C_034,S_003,セットアップ,M_004,2028-01-04,2028-01-06,0,,TSK_00698,ST_001
TSK_00718,R_018,C_035,S_003,キャラモデル作成,M_003,2028-01-14,2028-01-27,0,,TSK_00717,ST_001
TSK_00719,R_018,C_035,S_003,武器モデル作成,M_004,2028-01-28,2028-02-02,0,,TSK_00718,ST_001
TSK_00720,R_018,C_035,S_003,セットアップ,M_003,2028-02-03,2028-02-05,0,,TSK_00719,ST_001
TSK_00739,R_018,C_036,S_003,キャラモデル作成,M_003,2028-01-14,2028-01-27,0,,TSK_00738,ST_001
TSK_00740,R_018,C_036,S_003,武器モデル作成,M_004,2028-01-28,2028-02-02,0,,TSK_00739,ST_001
TSK_00741,R_018,C_036,S_003,セットアップ,M_003,2028-02-03,2028-02-05,0,,TSK_00740,ST_001
TSK_00760,R_019,C_037,S_003,キャラモデル作成,M_003,2028-02-13,2028-02-26,0,,TSK_00759,ST_001
TSK_00761,R_019,C_037,S_003,武器モデル作成,M_004,2028-02-27,2028-03-03,0,,TSK_00760,ST_001
TSK_00762,R_019,C_037,S_003,セットアップ,M_004,2028-03-04,2028-03-06,0,,TSK_00761,ST_001
TSK_00781,R_019,C_038,S_003,キャラモデル作成,M_004,2028-02-13,2028-02-26,0,,TSK_00780,ST_001
TSK_00782,R_019,C_038,S_003,武器モデル作成,M_004,2028-02-27,2028-03-03,0,,TSK_00781,ST_001
TSK_00783,R_019,C_038,S_003,セットアップ,M_004,2028-03-04,2028-03-06,0,,TSK_00782,ST_001
TSK_00802,R_020,C_039,S_003,キャラモデル作成,M_003,2028-03-14,2028-03-27,0,,TSK_00801,ST_001
TSK_00803,R_020,C_039,S_003,武器モデル作成,M_003,2028-03-28,2028-04-02,0,,TSK_00802,ST_001
TSK_00804,R_020,C_039,S_003,セットアップ,M_003,2028-04-03,2028-04-05,0,,TSK_00803,ST_001
TSK_00823,R_020,C_040,S_003,キャラモデル作成,M_004,2028-03-14,2028-03-27,0,,TSK_00822,ST_001
TSK_00824,R_020,C_040,S_003,武器モデル作成,M_004,2028-03-28,2028-04-02,0,,TSK_00823,ST_001
TSK_00825,R_020,C_040,S_003,セットアップ,M_004,2028-04-03,2028-04-05,0,,TSK_00824,ST_001
TSK_00844,R_021,C_041,S_003,キャラモデル作成,M_003,2028-04-13,2028-04-26,0,,TSK_00843,ST_001
TSK_00845,R_021,C_041,S_003,武器モデル作成,M_004,2028-04-27,2028-05-02,0,,TSK_00844,ST_001
TSK_00846,R_021,C_041,S_003,セットアップ,M_004,2028-05-03,2028-05-05,0,,TSK_00845,ST_001
TSK_00865,R_021,C_042,S_003,キャラモデル作成,M_004,2028-04-13,2028-04-26,0,,TSK_00864,ST_001
TSK_00866,R_021,C_042,S_003,武器モデル作成,M_004,2028-04-27,2028-05-02,0,,TSK_00865,ST_001
TSK_00867,R_021,C_042,S_003,セットアップ,M_003,2028-05-03,2028-05-05,0,,TSK_00866,ST_001
TSK_00886,R_022,C_043,S_003,キャラモデル作成,M_004,2028-05-13,2028-05-26,0,,TSK_00885,ST_001
TSK_00887,R_022,C_043,S_003,武器モデル作成,M_004,2028-05-27,2028-06-01,0,,TSK_00886,ST_001
TSK_00888,R_022,C_043,S_003,セットアップ,M_004,2028-06-02,2028-06-04,0,,TSK_00887,ST_001
TSK_00907,R_022,C_044,S_003,キャラモデル作成,M_003,2028-05-13,2028-05-26,0,,TSK_00906,ST_001
TSK_00908,R_022,C_044,S_003,武器モデル作成,M_004,2028-05-27,2028-06-01,0,,TSK_00907,ST_001
TSK_00909,R_022,C_044,S_003,セットアップ,M_003,2028-06-02,2028-06-04,0,,TSK_00908,ST_001
TSK_00928,R_023,C_045,S_003,キャラモデル作成,M_003,2028-06-12,2028-06-25,0,,TSK_00927,ST_001
TSK_00929,R_023,C_045,S_003,武器モデル作成,M_004,2028-06-26,2028-07-01,0,,TSK_00928,ST_001
TSK_00930,R_023,C_045,S_003,セットアップ,M_003,2028-07-02,2028-07-04,0,,TSK_00929,ST_001
TSK_00949,R_023,C_046,S_003,キャラモデル作成,M_004,2028-06-12,2028-06-25,0,,TSK_00948,ST_001
TSK_00950,R_023,C_046,S_003,武器モデル作成,M_004,2028-06-26,2028-07-01,0,,TSK_00949,ST_001
TSK_00951,R_023,C_046,S_003,セットアップ,M_003,2028-07-02,2028-07-04,0,,TSK_00950,ST_001
TSK_00970,R_024,C_047,S_003,キャラモデル作成,M_003,2028-07-12,2028-07-25,0,,TSK_00969,ST_001
TSK_00971,R_024,C_047,S_003,武器モデル作成,M_004,2028-07-26,2028-07-31,0,,TSK_00970,ST_001
TSK_00972,R_024,C_047,S_003,セットアップ,M_004,2028-08-01,2028-08-03,0,,TSK_00971,ST_001
TSK_00991,R_024,C_048,S_003,キャラモデル作成,M_004,2028-07-12,2028-07-25,0,,TSK_00990,ST_001
TSK_00992,R_024,C_048,S_003,武器モデル作成,M_003,2028-07-26,2028-07-31,0,,TSK_00991,ST_001
TSK_00993,R_024,C_048,S_003,セットアップ,M_004,2028-08-01,2028-08-03,0,,TSK_00992,ST_001
